"","batsman","bowler","no_of_times","no_of_balls","p_out","p_not_out"
"406","AM Rahane","P Negi",1,22,0.0454545454545455,0.954545454545455
"407","AM Rahane","PJ Sangwan",1,13,0.0769230769230769,0.923076923076923
"408","AM Rahane","PP Chawla",1,52,0.0192307692307692,0.980769230769231
"409","AM Rahane","PV Tambe",1,5,0.2,0.8
"410","AM Rahane","R Ashwin",3,27,0.111111111111111,0.888888888888889
"411","AM Rahane","R Bhatia",1,13,0.0769230769230769,0.923076923076923
"412","AM Rahane","R Dhawan",1,18,0.0555555555555556,0.944444444444444
"413","AM Rahane","R Rampaul",1,14,0.0714285714285714,0.928571428571429
"414","AM Rahane","R Sharma",1,27,0.037037037037037,0.962962962962963
"415","AM Rahane","R Vinay Kumar",2,62,0.032258064516129,0.967741935483871
"416","AM Rahane","RJ Harris",1,8,0.125,0.875
"417","AM Rahane","S Gopal",1,16,0.0625,0.9375
"418","AM Rahane","S Nadeem",2,47,0.0425531914893617,0.957446808510638
"419","AM Rahane","S Sreesanth",1,5,0.2,0.8
"420","AM Rahane","Sandeep Sharma",2,31,0.0645161290322581,0.935483870967742
"421","AM Rahane","SB Bangar",1,3,0.333333333333333,0.666666666666667
"422","AM Rahane","Shakib Al Hasan",1,26,0.0384615384615385,0.961538461538462
"423","AM Rahane","SK Warne",1,3,0.333333333333333,0.666666666666667
"424","AM Rahane","SMSM Senanayake",1,4,0.25,0.75
"425","AM Rahane","SP Narine",2,33,0.0606060606060606,0.939393939393939
"426","AM Rahane","SR Watson",1,12,0.0833333333333333,0.916666666666667
"427","AM Rahane","T Shamsi",1,11,0.0909090909090909,0.909090909090909
"428","AM Rahane","TA Boult",1,14,0.0714285714285714,0.928571428571429
"429","AM Rahane","VY Mahesh",1,6,0.166666666666667,0.833333333333333
"430","AM Rahane","WD Parnell",1,10,0.1,0.9
"431","AM Rahane","YS Chahal",2,18,0.111111111111111,0.888888888888889
"432","AN Ahmed","B Kumar",1,1,1,0
"433","AN Ghosh","AM Nayar",1,1,1,0
"434","AN Ghosh","R Vinay Kumar",1,5,0.2,0.8
"435","Anirudh Singh","Bipul Sharma",1,1,1,0
"436","Anirudh Singh","JH Kallis",1,1,1,0
"437","Anirudh Singh","LR Shukla",1,10,0.1,0.9
"438","Anirudh Singh","SK Warne",1,7,0.142857142857143,0.857142857142857
"439","Ankit Sharma","DE Bollinger",1,1,1,0
"440","Ankit Sharma","DJ Bravo",1,1,1,0
"441","Ankit Sharma","KA Pollard",1,2,0.5,0.5
"442","Ankit Sharma","L Balaji",1,2,0.5,0.5
"443","Ankit Sharma","R Ashwin",1,8,0.125,0.875
"444","Ankit Sharma","S Gopal",1,4,0.25,0.75
"445","Anureet Singh","MA Starc",1,2,0.5,0.5
"446","Anureet Singh","MM Sharma",1,4,0.25,0.75
"447","Anureet Singh","P Kumar",1,1,1,0
"448","AP Dole","Harbhajan Singh",1,5,0.2,0.8
"449","AP Dole","RJ Harris",1,2,0.5,0.5
"450","AP Majumdar","A Chandila",1,3,0.333333333333333,0.666666666666667
"451","AP Majumdar","HV Patel",1,10,0.1,0.9
"452","AP Majumdar","J Botha",1,2,0.5,0.5
"453","AP Majumdar","Shakib Al Hasan",1,7,0.142857142857143,0.857142857142857
"454","AP Tare","A Nehra",1,1,1,0
"455","AP Tare","AB Dinda",1,3,0.333333333333333,0.666666666666667
"456","AP Tare","AD Mascarenhas",1,1,1,0
"457","AP Tare","Anureet Singh",1,4,0.25,0.75
"458","AP Tare","DW Steyn",1,11,0.0909090909090909,0.909090909090909
"459","AP Tare","IC Pandey",1,7,0.142857142857143,0.857142857142857
"460","AP Tare","Imran Tahir",1,3,0.333333333333333,0.666666666666667
"461","AP Tare","JA Morkel",2,16,0.125,0.875
"462","AP Tare","JH Kallis",1,4,0.25,0.75
"463","AP Tare","KK Cooper",2,8,0.25,0.75
"464","AP Tare","MM Sharma",1,11,0.0909090909090909,0.909090909090909
"465","AP Tare","PJ Sangwan",1,8,0.125,0.875
"466","AP Tare","Sandeep Sharma (1)",1,3,0.333333333333333,0.666666666666667
"467","AP Tare","SE Bond",1,3,0.333333333333333,0.666666666666667
"468","AP Tare","Shakib Al Hasan",2,10,0.2,0.8
"469","AP Tare","VR Aaron",1,6,0.166666666666667,0.833333333333333
"470","AP Tare","WD Parnell",1,3,0.333333333333333,0.666666666666667
"471","AR Patel","B Kumar",1,11,0.0909090909090909,0.909090909090909
"472","AR Patel","DJ Bravo",2,11,0.181818181818182,0.818181818181818
"473","AR Patel","Imran Tahir",1,18,0.0555555555555556,0.944444444444444
"474","AR Patel","J Yadav",1,8,0.125,0.875
"475","AR Patel","MA Starc",1,5,0.2,0.8
"476","AR Patel","MJ McClenaghan",1,1,1,0
"477","AR Patel","NLTC Perera",1,1,1,0
"478","AR Patel","NM Coulter-Nile",1,2,0.5,0.5
"479","AR Patel","P Kumar",1,8,0.125,0.875
"480","AR Patel","R Ashwin",2,17,0.117647058823529,0.882352941176471
"481","AR Patel","SP Narine",2,8,0.25,0.75
"482","AR Patel","SR Watson",1,7,0.142857142857143,0.857142857142857
"483","AR Patel","TA Boult",1,3,0.333333333333333,0.666666666666667
"484","AR Patel","TG Southee",1,2,0.5,0.5
"485","AR Patel","UT Yadav",1,5,0.2,0.8
"486","AS Raut","A Mishra",1,6,0.166666666666667,0.833333333333333
"487","AS Raut","BA Bhatt",1,2,0.5,0.5
"488","AS Raut","Harmeet Singh",1,3,0.333333333333333,0.666666666666667
"489","AS Raut","JD Unadkat",1,3,0.333333333333333,0.666666666666667
"490","AS Raut","PP Chawla",1,6,0.166666666666667,0.833333333333333
"491","AS Raut","RG Sharma",1,2,0.5,0.5
"492","AS Raut","SB Jakati",1,5,0.2,0.8
"493","AS Yadav","DJ Hussey",1,6,0.166666666666667,0.833333333333333
"494","AS Yadav","DW Steyn",1,3,0.333333333333333,0.666666666666667
"495","AS Yadav","JA Morkel",1,1,1,0
"496","AS Yadav","SR Watson",1,7,0.142857142857143,0.857142857142857
"497","AS Yadav","VY Mahesh",1,1,1,0
"498","AT Rayudu","A Mishra",3,62,0.0483870967741935,0.951612903225806
"499","AT Rayudu","A Nehra",3,18,0.166666666666667,0.833333333333333
"500","AT Rayudu","A Uniyal",1,3,0.333333333333333,0.666666666666667
"501","AT Rayudu","AB Dinda",3,24,0.125,0.875
"502","AT Rayudu","AC Thomas",1,8,0.125,0.875
"503","AT Rayudu","AL Menaria",1,6,0.166666666666667,0.833333333333333
"504","AT Rayudu","AR Patel",1,19,0.0526315789473684,0.947368421052632
"505","AT Rayudu","B Kumar",2,30,0.0666666666666667,0.933333333333333
"506","AT Rayudu","B Laughlin",1,9,0.111111111111111,0.888888888888889
"507","AT Rayudu","BB Sran",1,6,0.166666666666667,0.833333333333333
"508","AT Rayudu","D Wiese",1,1,1,0
"509","AT Rayudu","DJ Bravo",2,43,0.0465116279069767,0.953488372093023
"510","AT Rayudu","DL Vettori",1,9,0.111111111111111,0.888888888888889
"511","AT Rayudu","DW Steyn",1,28,0.0357142857142857,0.964285714285714
"512","AT Rayudu","HV Patel",2,30,0.0666666666666667,0.933333333333333
"513","AT Rayudu","I Sharma",1,9,0.111111111111111,0.888888888888889
"514","AT Rayudu","IK Pathan",1,38,0.0263157894736842,0.973684210526316
"515","AT Rayudu","Imran Tahir",1,21,0.0476190476190476,0.952380952380952
"516","AT Rayudu","Iqbal Abdulla",1,7,0.142857142857143,0.857142857142857
"517","AT Rayudu","JH Kallis",2,34,0.0588235294117647,0.941176470588235
"518","AT Rayudu","JP Faulkner",1,18,0.0555555555555556,0.944444444444444
"519","AT Rayudu","JR Hopes",1,12,0.0833333333333333,0.916666666666667
"520","AT Rayudu","KK Cooper",1,24,0.0416666666666667,0.958333333333333
"521","AT Rayudu","KV Sharma",1,15,0.0666666666666667,0.933333333333333
"522","AT Rayudu","M Morkel",1,31,0.032258064516129,0.967741935483871
"523","AT Rayudu","MA Starc",1,2,0.5,0.5
"524","AT Rayudu","MC Henriques",1,30,0.0333333333333333,0.966666666666667
"525","AT Rayudu","MF Maharoof",1,2,0.5,0.5
"526","AT Rayudu","MG Johnson",1,9,0.111111111111111,0.888888888888889
"527","AT Rayudu","MM Sharma",5,37,0.135135135135135,0.864864864864865
"528","AT Rayudu","P Awana",1,10,0.1,0.9
"529","AT Rayudu","PP Chawla",3,25,0.12,0.88
"530","AT Rayudu","PP Ojha",1,13,0.0769230769230769,0.923076923076923
"531","AT Rayudu","R Ashwin",4,51,0.0784313725490196,0.92156862745098
"532","AT Rayudu","R Dhawan",1,5,0.2,0.8
"533","AT Rayudu","R Vinay Kumar",2,22,0.0909090909090909,0.909090909090909
"534","AT Rayudu","RA Jadeja",1,40,0.025,0.975
"535","AT Rayudu","S Nadeem",3,38,0.0789473684210526,0.921052631578947
"536","AT Rayudu","S Randiv",1,2,0.5,0.5
"537","AT Rayudu","Sandeep Sharma",2,13,0.153846153846154,0.846153846153846
"538","AT Rayudu","Shakib Al Hasan",3,26,0.115384615384615,0.884615384615385
"539","AT Rayudu","SJ Srivastava",2,7,0.285714285714286,0.714285714285714
"540","AT Rayudu","SK Raina",1,7,0.142857142857143,0.857142857142857
"541","AT Rayudu","SP Narine",1,14,0.0714285714285714,0.928571428571429
"542","AT Rayudu","SR Watson",4,38,0.105263157894737,0.894736842105263
"543","AT Rayudu","VR Aaron",1,21,0.0476190476190476,0.952380952380952
"544","AT Rayudu","Yuvraj Singh",1,28,0.0357142857142857,0.964285714285714
"545","AUK Pathan","A Mishra",1,4,0.25,0.75
"546","AUK Pathan","PC Valthaty",1,4,0.25,0.75
"547","AUK Pathan","RJ Harris",1,1,1,0
"548","AUK Pathan","SL Malinga",1,2,0.5,0.5
"549","AUK Pathan","TG Southee",1,2,0.5,0.5
"550","Azhar Mahmood","A Mishra",2,5,0.4,0.6
"551","Azhar Mahmood","A Nehra",1,2,0.5,0.5
"552","Azhar Mahmood","BAW Mendis",1,1,1,0
"553","Azhar Mahmood","CH Morris",1,3,0.333333333333333,0.666666666666667
"554","Azhar Mahmood","DJ Bravo",1,8,0.125,0.875
"555","Azhar Mahmood","Harbhajan Singh",1,19,0.0526315789473684,0.947368421052632
"556","Azhar Mahmood","JD Unadkat",1,9,0.111111111111111,0.888888888888889
"557","Azhar Mahmood","JP Faulkner",1,7,0.142857142857143,0.857142857142857
"558","Azhar Mahmood","KK Cooper",1,5,0.2,0.8
"559","Azhar Mahmood","M Morkel",1,1,1,0
"560","Azhar Mahmood","PP Ojha",1,8,0.125,0.875
"561","Azhar Mahmood","SL Malinga",1,12,0.0833333333333333,0.916666666666667
"562","Azhar Mahmood","SP Narine",1,6,0.166666666666667,0.833333333333333
"563","Azhar Mahmood","STR Binny",1,7,0.142857142857143,0.857142857142857
"564","Azhar Mahmood","UT Yadav",1,11,0.0909090909090909,0.909090909090909
"565","B Akhil","AB Agarkar",1,2,0.5,0.5
"566","B Akhil","DR Smith",1,1,1,0
"567","B Akhil","JDP Oram",1,2,0.5,0.5
"568","B Akhil","M Morkel",1,4,0.25,0.75
"569","B Akhil","SK Warne",1,4,0.25,0.75
"570","B Chipli","AB Agarkar",1,6,0.166666666666667,0.833333333333333
"571","B Chipli","AG Murtaza",1,4,0.25,0.75
"572","B Chipli","DS Kulkarni",1,1,1,0
"573","B Chipli","GD McGrath",1,9,0.111111111111111,0.888888888888889
"574","B Chipli","JA Morkel",1,2,0.5,0.5
"575","B Chipli","JEC Franklin",1,3,0.333333333333333,0.666666666666667
"576","B Chipli","KA Pollard",1,8,0.125,0.875
"577","B Chipli","MM Patel",1,6,0.166666666666667,0.833333333333333
"578","B Chipli","MS Gony",1,6,0.166666666666667,0.833333333333333
"579","B Chipli","PC Valthaty",1,5,0.2,0.8
"580","B Chipli","R Bhatia",1,13,0.0769230769230769,0.923076923076923
"581","B Chipli","R Vinay Kumar",1,1,1,0
"582","B Chipli","RA Jadeja",1,6,0.166666666666667,0.833333333333333
"583","B Chipli","RP Singh",1,12,0.0833333333333333,0.916666666666667
"584","B Chipli","SK Trivedi",1,7,0.142857142857143,0.857142857142857
"585","B Kumar","A Mishra",1,1,1,0
"586","B Kumar","A Zampa",1,2,0.5,0.5
"587","B Kumar","AN Ahmed",1,2,0.5,0.5
"588","B Kumar","AS Rajpoot",1,1,1,0
"589","B Kumar","Azhar Mahmood",1,6,0.166666666666667,0.833333333333333
"590","B Kumar","DW Steyn",1,1,1,0
"591","B Kumar","L Balaji",1,5,0.2,0.8
"592","B Kumar","M Morkel",1,1,1,0
"593","B Kumar","M Muralitharan",1,2,0.5,0.5
"594","B Kumar","MJ McClenaghan",1,1,1,0
"595","B Kumar","NLTC Perera",1,6,0.166666666666667,0.833333333333333
"596","B Kumar","PP Ojha",1,3,0.333333333333333,0.666666666666667
"597","B Kumar","R Dhawan",1,4,0.25,0.75
"598","B Kumar","RP Singh",2,5,0.4,0.6
"599","B Kumar","SW Tait",1,1,1,0
"600","B Laughlin","KA Pollard",1,1,1,0
"601","B Lee","KK Cooper",1,4,0.25,0.75
"602","B Lee","M Muralitharan",1,2,0.5,0.5
"603","B Lee","S Sreesanth",1,3,0.333333333333333,0.666666666666667
"604","B Lee","SK Raina",1,4,0.25,0.75
"605","B Lee","SK Trivedi",1,2,0.5,0.5
"606","B Lee","SL Malinga",1,3,0.333333333333333,0.666666666666667
"607","B Lee","Z Khan",1,4,0.25,0.75
"608","B Sumanth","DE Bollinger",1,4,0.25,0.75
"609","BAW Mendis","CH Gayle",1,1,1,0
"610","BAW Mendis","SL Malinga",1,1,1,0
"611","BB McCullum","A Kumble",1,22,0.0454545454545455,0.954545454545455
"612","BB McCullum","A Nehra",1,28,0.0357142857142857,0.964285714285714
"613","BB McCullum","A Singh",1,2,0.5,0.5
"614","BB McCullum","AA Chavan",1,3,0.333333333333333,0.666666666666667
"615","BB McCullum","AC Thomas",1,1,1,0
"616","BB McCullum","AD Mascarenhas",1,8,0.125,0.875
"617","BB McCullum","AD Mathews",1,9,0.111111111111111,0.888888888888889
"618","BB McCullum","AD Russell",1,6,0.166666666666667,0.833333333333333
"619","BB McCullum","AM Nayar",1,2,0.5,0.5
"620","BB McCullum","Ankit Sharma",1,23,0.0434782608695652,0.956521739130435
"621","BB McCullum","AR Patel",2,39,0.0512820512820513,0.948717948717949
"622","BB McCullum","B Kumar",1,40,0.025,0.975
"623","BB McCullum","BE Hendricks",1,4,0.25,0.75
"624","BB McCullum","Bipul Sharma",3,13,0.230769230769231,0.769230769230769
"625","BB McCullum","CH Morris",2,13,0.153846153846154,0.846153846153846
"626","BB McCullum","D Wiese",1,4,0.25,0.75
"627","BB McCullum","DL Vettori",2,27,0.0740740740740741,0.925925925925926
"628","BB McCullum","DW Steyn",2,16,0.125,0.875
"629","BB McCullum","GB Hogg",1,1,1,0
"630","BB McCullum","Harbhajan Singh",2,38,0.0526315789473684,0.947368421052632
"631","BB McCullum","I Sharma",1,15,0.0666666666666667,0.933333333333333
"632","BB McCullum","IK Pathan",1,48,0.0208333333333333,0.979166666666667
"633","BB McCullum","Iqbal Abdulla",1,11,0.0909090909090909,0.909090909090909
"634","BB McCullum","JD Unadkat",2,5,0.4,0.6
"635","BB McCullum","JDP Oram",1,10,0.1,0.9
"636","BB McCullum","JJ Bumrah",1,14,0.0714285714285714,0.928571428571429
"637","BB McCullum","JP Faulkner",1,21,0.0476190476190476,0.952380952380952
"638","BB McCullum","Kamran Khan",1,4,0.25,0.75
"639","BB McCullum","KP Pietersen",1,1,1,0
"640","BB McCullum","KV Sharma",1,24,0.0416666666666667,0.958333333333333
"641","BB McCullum","LR Shukla",1,8,0.125,0.875
"642","BB McCullum","M Morkel",1,38,0.0263157894736842,0.973684210526316
"643","BB McCullum","MC Henriques",1,8,0.125,0.875
"644","BB McCullum","MM Sharma",2,7,0.285714285714286,0.714285714285714
"645","BB McCullum","ND Doshi",1,1,1,0
"646","BB McCullum","NM Coulter-Nile",1,2,0.5,0.5
"647","BB McCullum","P Kumar",1,32,0.03125,0.96875
"648","BB McCullum","P Negi",1,10,0.1,0.9
"649","BB McCullum","PJ Sangwan",1,10,0.1,0.9
"650","BB McCullum","PP Chawla",4,35,0.114285714285714,0.885714285714286
"651","BB McCullum","PP Ojha",1,6,0.166666666666667,0.833333333333333
"652","BB McCullum","PV Tambe",1,15,0.0666666666666667,0.933333333333333
"653","BB McCullum","R Ashwin",3,41,0.0731707317073171,0.926829268292683
"654","BB McCullum","R Bhatia",1,26,0.0384615384615385,0.961538461538462
"655","BB McCullum","R Vinay Kumar",1,43,0.0232558139534884,0.976744186046512
"656","BB McCullum","RE van der Merwe",1,5,0.2,0.8
"657","BB McCullum","RJ Harris",1,16,0.0625,0.9375
"658","BB McCullum","RP Singh",3,23,0.130434782608696,0.869565217391304
"659","BB McCullum","Sandeep Sharma",1,25,0.04,0.96
"660","BB McCullum","SB Jakati",2,30,0.0666666666666667,0.933333333333333
"661","BB McCullum","Shakib Al Hasan",1,21,0.0476190476190476,0.952380952380952
"662","BB McCullum","SL Malinga",2,51,0.0392156862745098,0.96078431372549
"663","BB McCullum","SM Pollock",1,2,0.5,0.5
"664","BB McCullum","SP Narine",2,13,0.153846153846154,0.846153846153846
"665","BB McCullum","T Shamsi",1,5,0.2,0.8
"666","BB McCullum","UT Yadav",1,34,0.0294117647058824,0.970588235294118
"667","BB McCullum","V Kohli",1,2,0.5,0.5
"668","BB McCullum","VR Aaron",1,16,0.0625,0.9375
"669","BB McCullum","VS Malik",1,7,0.142857142857143,0.857142857142857
"670","BB McCullum","WD Parnell",1,19,0.0526315789473684,0.947368421052632
"671","BB McCullum","YS Chahal",2,13,0.153846153846154,0.846153846153846
"672","BB McCullum","Z Khan",2,67,0.0298507462686567,0.970149253731343
"673","BB Samantray","Azhar Mahmood",1,4,0.25,0.75
"674","BB Samantray","JP Faulkner",1,12,0.0833333333333333,0.916666666666667
"675","BB Samantray","R Sharma",1,15,0.0666666666666667,0.933333333333333
"676","BB Samantray","Sandeep Sharma (1)",1,1,1,0
"677","BCJ Cutting","Kuldeep Yadav",1,1,1,0
"678","BCJ Cutting","S Kaushik",1,2,0.5,0.5
"679","BE Hendricks","JJ Bumrah",1,1,1,0
"680","Bipul Sharma","AA Chavan",1,3,0.333333333333333,0.666666666666667
"681","Bipul Sharma","CJ Jordan",1,3,0.333333333333333,0.666666666666667
"682","Bipul Sharma","SL Malinga",1,5,0.2,0.8
"683","Bipul Sharma","SP Narine",1,2,0.5,0.5
"684","BJ Haddin","J Syed Mohammad",1,4,0.25,0.75
"685","BJ Hodge","A Kumble",1,12,0.0833333333333333,0.916666666666667
"686","BJ Hodge","A Mishra",1,20,0.05,0.95
"687","BJ Hodge","A Nehra",2,12,0.166666666666667,0.833333333333333
"688","BJ Hodge","AM Nayar",1,12,0.0833333333333333,0.916666666666667
"689","BJ Hodge","AR Patel",1,4,0.25,0.75
"690","BJ Hodge","B Lee",1,16,0.0625,0.9375
"691","BJ Hodge","Bipul Sharma",1,10,0.1,0.9
"692","BJ Hodge","DW Steyn",1,24,0.0416666666666667,0.958333333333333
"693","BJ Hodge","HV Patel",1,5,0.2,0.8
"694","BJ Hodge","I Sharma",1,3,0.333333333333333,0.666666666666667
"695","BJ Hodge","IK Pathan",1,19,0.0526315789473684,0.947368421052632
"696","BJ Hodge","J Botha",1,6,0.166666666666667,0.833333333333333
"697","BJ Hodge","JA Morkel",1,7,0.142857142857143,0.857142857142857
"698","BJ Hodge","Jaskaran Singh",1,6,0.166666666666667,0.833333333333333
"699","BJ Hodge","JP Faulkner",1,2,0.5,0.5
"700","BJ Hodge","K Santokie",1,7,0.142857142857143,0.857142857142857
"701","BJ Hodge","M Morkel",2,12,0.166666666666667,0.833333333333333
"702","BJ Hodge","MM Patel",1,7,0.142857142857143,0.857142857142857
"703","BJ Hodge","P Negi",1,1,1,0
"704","BJ Hodge","PJ Sangwan",1,6,0.166666666666667,0.833333333333333
"705","BJ Hodge","PP Chawla",1,28,0.0357142857142857,0.964285714285714
"706","BJ Hodge","R Ashwin",1,13,0.0769230769230769,0.923076923076923
"707","BJ Hodge","R Sharma",1,12,0.0833333333333333,0.916666666666667
"708","BJ Hodge","R Vinay Kumar",2,7,0.285714285714286,0.714285714285714
"709","BJ Hodge","RE van der Merwe",1,21,0.0476190476190476,0.952380952380952
"710","BJ Hodge","RJ Harris",2,15,0.133333333333333,0.866666666666667
"711","BJ Hodge","S Aravind",1,2,0.5,0.5
"712","BJ Hodge","SB Styris",1,10,0.1,0.9
"713","BJ Hodge","SK Warne",1,19,0.0526315789473684,0.947368421052632
"714","BJ Hodge","SL Malinga",1,43,0.0232558139534884,0.976744186046512
"715","BJ Hodge","UT Yadav",1,18,0.0555555555555556,0.944444444444444
"716","BJ Hodge","WD Parnell",1,6,0.166666666666667,0.833333333333333
"717","BJ Hodge","YK Pathan",2,19,0.105263157894737,0.894736842105263
"718","BJ Hodge","Z Khan",2,27,0.0740740740740741,0.925925925925926
"719","BJ Rohrer","AB Dinda",1,3,0.333333333333333,0.666666666666667
"720","BJ Rohrer","AM Nayar",1,10,0.1,0.9
"721","BJ Rohrer","JA Morkel",1,4,0.25,0.75
"722","BJ Rohrer","JD Unadkat",1,4,0.25,0.75
"723","BJ Rohrer","PP Chawla",1,7,0.142857142857143,0.857142857142857
"724","BJ Rohrer","R Rampaul",1,6,0.166666666666667,0.833333333333333
"725","BJ Rohrer","R Vinay Kumar",1,4,0.25,0.75
"726","BMAJ Mendis","DJG Sammy",1,3,0.333333333333333,0.666666666666667
"727","BMAJ Mendis","KA Pollard",1,1,1,0
"728","BR Dunk","DJG Sammy",1,3,0.333333333333333,0.666666666666667
"729","BR Dunk","HV Patel",1,1,1,0
"730","BR Dunk","Sandeep Sharma",1,4,0.25,0.75
"731","C Madan","AB McDonald",1,1,1,0
"732","C Munro","DJ Hooda",1,5,0.2,0.8
"733","CA Ingram","R Ashwin",1,9,0.111111111111111,0.888888888888889
"734","CA Ingram","SL Malinga",1,1,1,0
"735","CA Lynn","AR Patel",1,4,0.25,0.75
"736","CA Lynn","SK Trivedi",1,2,0.5,0.5
"737","CA Lynn","VR Aaron",1,7,0.142857142857143,0.857142857142857
"738","CA Lynn","YS Chahal",1,9,0.111111111111111,0.888888888888889
"739","CA Pujara","A Symonds",1,6,0.166666666666667,0.833333333333333
"740","CA Pujara","AB Dinda",1,1,1,0
"741","CA Pujara","CJ Anderson",1,3,0.333333333333333,0.666666666666667
"742","CA Pujara","DE Bollinger",1,1,1,0
"743","CA Pujara","DJG Sammy",1,3,0.333333333333333,0.666666666666667
"744","CA Pujara","DW Steyn",1,20,0.05,0.95
"745","CA Pujara","JH Kallis",1,9,0.111111111111111,0.888888888888889
"746","CA Pujara","M Morkel",1,16,0.0625,0.9375
"747","CA Pujara","MS Gony",1,12,0.0833333333333333,0.916666666666667
"748","CA Pujara","P Awana",1,13,0.0769230769230769,0.923076923076923
